ProductID,Date,Sales,Price,CompetitionPrice,Holiday,StartingWeek,Weekend,Sales_lag_1,Sales_lag_2,Sales_lag_3
1,2021-10-11,249.0,199.38,201.95,0,3,2,234.0,230.5,235.5
1,2021-10-18,261.0,164.98,157.3,0,0,2,249.0,234.0,230.5
1,2021-10-25,238.0,136.51,149.51,1,0,2,261.0,249.0,234.0
1,2021-11-01,239.0,178.81,212.27,0,1,2,238.0,261.0,249.0
1,2021-11-08,236.0,198.72,200.06,0,6,2,239.0,238.0,261.0
1,2021-11-15,234.5,196.72,212.89,0,0,2,236.0,239.0,238.0
1,2021-11-22,234.5,137.14,146.99,0,0,2,234.5,236.0,239.0
1,2021-11-29,250.0,127.12,109.77,0,0,2,234.5,234.5,236.0
1,2021-12-06,203.5,189.62,210.47,0,6,2,250.0,234.5,234.5
1,2021-12-13,238.5,157.39,173.73,0,1,2,203.5,250.0,234.5
1,2021-12-20,269.0,153.11,162.54,0,0,2,238.5,203.5,250.0
1,2021-12-27,218.0,196.66,227.55,1,0,2,269.0,238.5,203.5
1,2022-01-03,225.0,150.5,162.01,0,3,2,218.0,269.0,238.5
1,2022-01-10,256.0,120.73,111.89,0,4,2,225.0,218.0,269.0
1,2022-01-17,223.5,140.65,144.09,0,0,2,256.0,225.0,218.0
1,2022-01-24,238.5,106.73,106.98,0,0,2,223.5,256.0,225.0
1,2022-01-31,269.5,141.58,156.53,0,0,2,238.5,223.5,256.0
1,2022-02-07,250.5,169.79,147.84,1,7,2,269.5,238.5,223.5
1,2022-02-14,236.0,132.11,129.12,0,0,2,250.5,269.5,238.5
1,2022-02-21,274.0,166.14,133.33,0,0,2,236.0,250.5,269.5
1,2022-02-28,228.0,142.11,151.25,0,0,2,274.0,236.0,250.5
1,2022-03-07,253.5,135.9,150.63,0,7,2,228.0,274.0,236.0
1,2022-03-14,231.5,122.45,136.65,0,0,2,253.5,228.0,274.0
1,2022-03-21,213.5,164.33,180.92,0,0,2,231.5,253.5,228.0
1,2022-03-28,244.5,123.79,107.01,1,0,2,213.5,231.5,253.5
1,2022-04-04,248.5,172.87,177.57,0,4,2,244.5,213.5,231.5
1,2022-04-11,275.0,180.55,184.52,0,3,2,248.5,244.5,213.5
1,2022-04-18,262.0,199.33,187.93,0,0,2,275.0,248.5,244.5
1,2022-04-25,260.5,134.29,153.75,0,0,2,262.0,275.0,248.5
1,2022-05-02,266.5,188.17,184.23,1,2,2,260.5,262.0,275.0
1,2022-05-09,259.5,160.23,144.0,3,5,2,266.5,260.5,262.0
1,2022-05-16,241.0,159.93,134.28,0,0,2,259.5,266.5,260.5
1,2022-05-23,270.0,123.77,113.18,0,0,2,241.0,259.5,266.5
1,2022-05-30,230.0,158.99,171.72,0,0,2,270.0,241.0,259.5
1,2022-06-06,223.5,119.89,99.55,0,6,2,230.0,270.0,241.0
1,2022-06-13,237.0,137.48,122.52,0,1,2,223.5,230.0,270.0
1,2022-06-20,242.0,105.15,122.6,0,0,2,237.0,223.5,230.0
1,2022-06-27,227.0,186.63,195.94,0,0,2,242.0,237.0,223.5
1,2022-07-04,221.0,135.06,152.11,0,4,2,227.0,242.0,237.0
1,2022-07-11,265.5,146.77,171.49,2,3,2,221.0,227.0,242.0
1,2022-07-18,232.0,111.43,113.69,1,0,2,265.5,221.0,227.0
1,2022-07-25,230.5,141.6,143.18,0,0,2,232.0,265.5,221.0
1,2022-08-01,233.5,164.34,132.3,0,1,2,230.5,232.0,265.5
1,2022-08-08,269.0,134.17,160.3,1,6,2,233.5,230.5,232.0
1,2022-08-15,276.5,153.3,176.05,2,0,2,269.0,233.5,230.5
1,2022-08-22,213.5,101.46,110.28,0,0,2,276.5,269.0,233.5
1,2022-08-29,241.5,126.65,124.15,0,0,2,213.5,276.5,269.0
1,2022-09-05,245.5,109.71,111.76,0,5,2,241.5,213.5,276.5
1,2022-09-12,228.0,118.77,99.02,0,2,2,245.5,241.5,213.5
1,2022-09-19,223.0,196.04,166.8,0,0,2,228.0,245.5,241.5
1,2022-09-26,226.5,179.55,150.67,0,0,2,223.0,228.0,245.5
1,2022-10-03,219.0,185.28,220.15,0,3,2,226.5,223.0,228.0
1,2022-10-10,225.0,151.98,165.77,1,4,2,219.0,226.5,223.0
1,2022-10-17,234.5,174.44,141.55,0,0,2,225.0,219.0,226.5
1,2022-10-24,234.5,198.67,194.66,0,0,2,234.5,225.0,219.0
1,2022-10-31,257.0,151.35,132.11,0,0,2,234.5,234.5,225.0
1,2022-11-07,218.5,153.16,168.15,0,7,2,257.0,234.5,234.5
1,2022-11-14,221.0,134.99,158.27,1,0,2,218.5,257.0,234.5
1,2022-11-21,226.5,113.11,108.54,0,0,2,221.0,218.5,257.0
1,2022-11-28,249.0,117.92,141.06,0,0,2,226.5,221.0,218.5
1,2022-12-05,244.5,108.44,108.75,0,5,2,249.0,226.5,221.0
1,2022-12-12,229.5,148.15,159.42,0,2,2,244.5,249.0,226.5
1,2022-12-19,237.5,187.54,198.09,0,0,2,229.5,244.5,249.0
1,2022-12-26,220.5,165.43,185.75,1,0,2,237.5,229.5,244.5
1,2023-01-02,213.0,155.3,141.79,0,2,2,220.5,237.5,229.5
1,2023-01-09,239.0,166.02,158.29,0,5,2,213.0,220.5,237.5
1,2023-01-16,219.0,141.74,156.25,0,0,2,239.0,213.0,220.5
1,2023-01-23,215.0,180.62,155.58,0,0,2,219.0,239.0,213.0
1,2023-01-30,241.5,197.57,202.41,0,0,2,215.0,219.0,239.0
1,2023-02-06,227.0,172.58,152.12,1,6,2,241.5,215.0,219.0
1,2023-02-13,230.0,116.4,128.05,0,1,2,227.0,241.5,215.0
1,2023-02-20,232.5,189.29,224.52,0,0,2,230.0,227.0,241.5
1,2023-02-27,209.5,193.83,180.64,0,0,2,232.5,230.0,227.0
1,2023-03-06,210.0,149.6,134.08,0,6,2,209.5,232.5,230.0
1,2023-03-13,249.0,167.0,173.88,0,1,2,210.0,209.5,232.5
1,2023-03-20,235.5,196.07,194.69,0,0,2,249.0,210.0,209.5
1,2023-03-27,226.0,187.5,156.22,1,0,2,235.5,249.0,210.0
1,2023-04-03,251.0,156.21,132.03,0,3,2,226.0,235.5,249.0
1,2023-04-10,232.0,123.24,119.72,0,4,2,251.0,226.0,235.5
1,2023-04-17,241.0,158.42,141.59,0,0,2,232.0,251.0,226.0
1,2023-04-24,272.0,193.97,186.73,3,0,2,241.0,232.0,251.0
1,2023-05-01,250.5,111.32,115.31,1,1,2,272.0,241.0,232.0
1,2023-05-08,241.5,129.21,106.48,0,6,2,250.5,272.0,241.0
1,2023-05-15,231.0,124.62,121.58,0,0,2,241.5,250.5,272.0
1,2023-05-22,241.5,111.77,100.28,0,0,2,231.0,241.5,250.5
1,2023-05-29,278.0,120.63,115.71,0,0,2,241.5,231.0,241.5
1,2023-06-05,216.0,124.45,135.82,0,5,2,278.0,241.5,231.0
1,2023-06-12,226.0,117.06,117.98,0,2,2,216.0,278.0,241.5
1,2023-06-19,221.5,112.11,110.44,0,0,2,226.0,216.0,278.0
1,2023-06-26,220.5,173.65,206.9,0,0,2,221.5,226.0,216.0
1,2023-07-03,205.0,109.0,107.23,3,3,2,220.5,221.5,226.0
1,2023-07-10,201.0,145.62,170.06,0,4,2,205.0,220.5,221.5
1,2023-07-17,267.0,185.63,209.01,0,0,2,201.0,205.0,220.5
1,2023-07-24,260.0,101.67,81.78,0,0,2,267.0,201.0,205.0
1,2023-07-31,239.0,156.31,168.03,2,0,2,260.0,267.0,201.0
1,2023-08-07,212.5,148.59,120.19,0,7,2,239.0,260.0,267.0
1,2023-08-14,231.0,165.95,193.99,1,0,2,212.5,239.0,260.0
1,2023-08-21,228.5,170.83,139.76,0,0,2,231.0,212.5,239.0
1,2023-08-28,217.0,113.79,103.04,0,0,2,228.5,231.0,212.5
1,2023-09-04,216.5,174.87,172.29,0,4,2,217.0,228.5,231.0
1,2023-09-11,234.5,133.59,131.94,0,3,2,216.5,217.0,228.5
1,2023-09-18,223.0,152.83,179.59,0,0,2,234.5,216.5,217.0
1,2023-09-25,236.0,103.01,98.16,0,0,2,223.0,234.5,216.5
1,2023-10-02,260.0,146.99,146.86,1,2,2,236.0,223.0,234.5
1,2023-10-09,252.5,178.29,144.67,0,5,2,260.0,236.0,223.0
1,2023-10-16,263.5,132.15,155.18,0,0,2,252.5,260.0,236.0
1,2023-10-23,263.5,108.97,120.86,0,0,2,263.5,252.5,260.0
1,2023-10-30,213.0,109.23,113.53,0,0,2,263.5,263.5,252.5
1,2023-11-06,236.0,163.0,158.58,0,6,2,213.0,263.5,263.5
1,2023-11-13,231.5,179.91,168.58,1,1,2,236.0,213.0,263.5
1,2023-11-20,229.0,159.0,131.26,0,0,2,231.5,236.0,213.0
1,2023-11-27,239.5,111.01,114.69,0,0,2,229.0,231.5,236.0
1,2023-12-04,242.0,178.59,196.8,0,4,2,239.5,229.0,231.5
1,2023-12-11,204.0,191.8,195.44,0,3,2,242.0,239.5,229.0
1,2023-12-18,229.0,146.63,155.6,0,0,2,204.0,242.0,239.5
1,2023-12-25,214.5,171.11,154.35,1,0,2,229.0,204.0,242.0
1,2024-01-01,157.5,113.45,92.13,0,0,1,214.5,229.0,204.0
2,2020-01-27,352.0,194.81,228.45,0,0,2,341.5,354.5,335.5
2,2020-02-03,343.0,156.48,131.88,0,3,2,352.0,341.5,354.5
2,2020-02-10,334.0,183.99,201.15,1,4,2,343.0,352.0,341.5
2,2020-02-17,356.0,289.14,258.9,0,0,2,334.0,343.0,352.0
2,2020-02-24,354.0,239.22,233.25,0,0,2,356.0,334.0,343.0
2,2020-03-02,396.0,293.05,333.26,0,2,2,354.0,356.0,334.0
2,2020-03-09,428.0,286.55,242.22,0,5,2,396.0,354.0,356.0
2,2020-03-16,357.5,244.29,251.62,0,0,2,428.0,396.0,354.0
2,2020-03-23,438.0,199.05,172.79,1,0,2,357.5,428.0,396.0
2,2020-03-30,322.0,253.9,256.47,0,0,2,438.0,357.5,428.0
2,2020-04-06,302.5,181.45,157.22,0,6,2,322.0,438.0,357.5
2,2020-04-13,340.5,222.83,239.13,0,1,2,302.5,322.0,438.0
2,2020-04-20,322.0,268.31,267.1,0,0,2,340.5,302.5,322.0
2,2020-04-27,344.5,246.83,243.72,0,0,2,322.0,340.5,302.5
2,2020-05-04,314.0,262.84,285.88,1,4,2,344.5,322.0,340.5
2,2020-05-11,336.5,197.94,225.78,0,3,2,314.0,344.5,322.0
2,2020-05-18,392.0,213.99,227.0,0,0,2,336.5,314.0,344.5
2,2020-05-25,402.5,193.14,231.46,2,0,2,392.0,336.5,314.0
2,2020-06-01,402.0,182.43,169.58,1,1,2,402.5,392.0,336.5
2,2020-06-08,321.5,185.45,221.33,0,6,2,402.0,402.5,392.0
2,2020-06-15,403.5,157.76,131.62,0,0,2,321.5,402.0,402.5
2,2020-06-22,351.0,157.09,168.48,0,0,2,403.5,321.5,402.0
2,2020-06-29,381.5,186.09,186.08,0,0,2,351.0,403.5,321.5
2,2020-07-06,372.5,200.68,217.29,0,6,2,381.5,351.0,403.5
2,2020-07-13,347.5,261.0,250.88,0,1,2,372.5,381.5,351.0
2,2020-07-20,409.5,213.83,180.32,0,0,2,347.5,372.5,381.5
2,2020-07-27,348.5,235.34,206.97,0,0,2,409.5,347.5,372.5
2,2020-08-03,352.5,167.87,149.24,3,3,2,348.5,409.5,347.5
2,2020-08-10,420.5,161.55,145.3,0,4,2,352.5,348.5,409.5
2,2020-08-17,420.5,233.82,226.27,1,0,2,420.5,352.5,348.5
2,2020-08-24,347.5,190.34,190.73,0,0,2,420.5,420.5,352.5
2,2020-08-31,396.5,225.35,222.48,2,0,2,347.5,420.5,420.5
2,2020-09-07,353.0,220.09,241.95,0,7,2,396.5,347.5,420.5
2,2020-09-14,369.5,177.76,183.56,0,0,2,353.0,396.5,347.5
2,2020-09-21,420.0,190.01,213.12,0,0,2,369.5,353.0,396.5
2,2020-09-28,371.0,237.21,198.21,0,0,2,420.0,369.5,353.0
2,2020-10-05,371.0,156.32,176.33,0,5,2,371.0,420.0,369.5
2,2020-10-12,347.5,247.93,260.16,0,2,2,371.0,371.0,420.0
2,2020-10-19,370.0,250.08,273.99,0,0,2,347.5,371.0,371.0
2,2020-10-26,375.5,188.86,223.56,0,0,2,370.0,347.5,371.0
2,2020-11-02,405.0,254.85,302.26,1,2,2,375.5,370.0,347.5
2,2020-11-09,312.5,233.7,195.7,0,5,2,405.0,375.5,370.0
2,2020-11-16,349.0,277.09,258.88,0,0,2,312.5,405.0,375.5
2,2020-11-23,359.0,279.37,288.46,0,0,2,349.0,312.5,405.0
2,2020-11-30,355.5,174.87,209.3,0,0,2,359.0,349.0,312.5
2,2020-12-07,371.0,233.98,251.02,0,7,2,355.5,359.0,349.0
2,2020-12-14,340.0,256.87,249.83,0,0,2,371.0,355.5,359.0
2,2020-12-21,339.5,288.7,279.61,0,0,2,340.0,371.0,355.5
2,2020-12-28,389.0,229.92,258.28,1,0,2,339.5,340.0,371.0
2,2021-01-04,300.0,213.26,179.23,0,4,2,389.0,339.5,340.0
2,2021-01-11,369.5,231.79,229.47,0,3,2,300.0,389.0,339.5
2,2021-01-18,348.0,290.01,329.45,0,0,2,369.5,300.0,389.0
2,2021-01-25,360.0,245.42,285.48,0,0,2,348.0,369.5,300.0
2,2021-02-01,346.0,263.09,219.32,0,1,2,360.0,348.0,369.5
2,2021-02-08,383.0,178.14,207.25,1,6,2,346.0,360.0,348.0
2,2021-02-15,313.5,298.03,345.92,0,0,2,383.0,346.0,360.0
2,2021-02-22,354.5,287.11,303.82,0,0,2,313.5,383.0,346.0
2,2021-03-01,309.5,254.81,279.96,0,1,2,354.5,313.5,383.0
2,2021-03-08,334.0,184.6,176.63,0,6,2,309.5,354.5,313.5
2,2021-03-15,337.0,186.01,213.81,0,0,2,334.0,309.5,354.5
2,2021-03-22,335.0,230.33,243.16,0,0,2,337.0,334.0,309.5
2,2021-03-29,423.0,234.7,224.59,1,0,2,335.0,337.0,334.0
2,2021-04-05,344.5,298.25,290.86,0,5,2,423.0,335.0,337.0
2,2021-04-12,348.5,280.89,230.11,0,2,2,344.5,423.0,335.0
2,2021-04-19,367.5,262.94,251.31,0,0,2,348.5,344.5,423.0
2,2021-04-26,340.0,199.88,222.92,0,0,2,367.5,348.5,344.5
2,2021-05-03,350.0,256.02,273.69,1,3,2,340.0,367.5,348.5
2,2021-05-10,351.0,181.96,204.96,0,4,2,350.0,340.0,367.5
2,2021-05-17,379.0,290.82,258.0,3,0,2,351.0,350.0,340.0
2,2021-05-24,372.5,235.5,219.5,0,0,2,379.0,351.0,350.0
2,2021-05-31,397.5,269.57,221.4,0,0,2,372.5,379.0,351.0
2,2021-06-07,363.0,253.24,270.05,0,7,2,397.5,372.5,379.0
2,2021-06-14,365.0,221.33,221.63,0,0,2,363.0,397.5,372.5
2,2021-06-21,358.0,245.07,212.94,0,0,2,365.0,363.0,397.5
2,2021-06-28,359.5,227.28,216.62,0,0,2,358.0,365.0,363.0
2,2021-07-05,371.5,218.57,181.37,0,5,2,359.5,358.0,365.0
2,2021-07-12,359.5,165.7,147.75,0,2,2,371.5,359.5,358.0
2,2021-07-19,364.5,245.76,257.76,0,0,2,359.5,371.5,359.5
2,2021-07-26,428.5,218.6,232.39,3,0,2,364.5,359.5,371.5
2,2021-08-02,347.0,192.54,163.27,0,2,2,428.5,364.5,359.5
2,2021-08-09,394.5,238.62,227.01,0,5,2,347.0,428.5,364.5
2,2021-08-16,299.5,266.9,280.91,1,0,2,394.5,347.0,428.5
2,2021-08-23,406.0,276.57,265.63,2,0,2,299.5,394.5,347.0
2,2021-08-30,325.0,281.03,295.91,0,0,2,406.0,299.5,394.5
2,2021-09-06,398.5,224.81,197.09,0,6,2,325.0,406.0,299.5
2,2021-09-13,361.5,179.41,152.8,0,1,2,398.5,325.0,406.0
2,2021-09-20,398.5,298.66,331.51,0,0,2,361.5,398.5,325.0
2,2021-09-27,364.0,227.22,240.85,0,0,2,398.5,361.5,398.5
2,2021-10-04,351.0,274.13,235.04,0,4,2,364.0,398.5,361.5
2,2021-10-11,324.0,157.96,164.25,0,3,2,351.0,364.0,398.5
2,2021-10-18,312.5,257.76,218.38,0,0,2,324.0,351.0,364.0
2,2021-10-25,331.5,211.52,212.1,1,0,2,312.5,324.0,351.0
2,2021-11-01,315.0,283.13,260.63,0,1,2,331.5,312.5,324.0
2,2021-11-08,340.0,152.44,163.88,0,6,2,315.0,331.5,312.5
2,2021-11-15,350.0,255.05,206.52,0,0,2,340.0,315.0,331.5
2,2021-11-22,374.0,273.68,223.17,0,0,2,350.0,340.0,315.0
2,2021-11-29,350.5,270.85,276.57,0,0,2,374.0,350.0,340.0
2,2021-12-06,343.5,259.1,284.63,0,6,2,350.5,374.0,350.0
2,2021-12-13,340.5,282.93,237.61,0,1,2,343.5,350.5,374.0
2,2021-12-20,342.0,230.41,215.25,0,0,2,340.5,343.5,350.5
2,2021-12-27,346.0,181.66,173.63,1,0,2,342.0,340.5,343.5
2,2022-01-03,442.5,218.31,196.19,0,3,2,346.0,342.0,340.5
2,2022-01-10,372.5,239.41,197.82,0,4,2,442.5,346.0,342.0
2,2022-01-17,377.0,176.46,177.16,0,0,2,372.5,442.5,346.0
2,2022-01-24,332.5,189.81,202.42,0,0,2,377.0,372.5,442.5
2,2022-01-31,386.0,294.55,278.42,0,0,2,332.5,377.0,372.5
2,2022-02-07,396.0,190.75,213.24,1,7,2,386.0,332.5,377.0
2,2022-02-14,359.0,176.51,145.48,0,0,2,396.0,386.0,332.5
2,2022-02-21,398.5,273.79,306.07,0,0,2,359.0,396.0,386.0
2,2022-02-28,382.5,207.69,221.87,0,0,2,398.5,359.0,396.0
2,2022-03-07,337.0,262.58,292.76,0,7,2,382.5,398.5,359.0
2,2022-03-14,380.5,178.75,143.66,0,0,2,337.0,382.5,398.5
2,2022-03-21,359.5,213.75,234.47,0,0,2,380.5,337.0,382.5
2,2022-03-28,347.5,294.49,302.29,1,0,2,359.5,380.5,337.0
2,2022-04-04,350.0,182.21,176.04,0,4,2,347.5,359.5,380.5
2,2022-04-11,380.0,233.58,275.93,0,3,2,350.0,347.5,359.5
2,2022-04-18,363.0,247.89,273.52,0,0,2,380.0,350.0,347.5
2,2022-04-25,368.0,272.06,304.45,0,0,2,363.0,380.0,350.0
2,2022-05-02,397.0,198.68,195.06,1,2,2,368.0,363.0,380.0
2,2022-05-09,393.0,155.46,151.33,3,5,2,397.0,368.0,363.0
2,2022-05-16,349.0,227.79,256.59,0,0,2,393.0,397.0,368.0
2,2022-05-23,368.5,241.09,276.54,0,0,2,349.0,393.0,397.0
2,2022-05-30,355.5,239.07,229.06,0,0,2,368.5,349.0,393.0
2,2022-06-06,329.5,167.27,167.89,0,6,2,355.5,368.5,349.0
2,2022-06-13,303.5,169.4,185.94,0,1,2,329.5,355.5,368.5
2,2022-06-20,317.0,267.15,250.94,0,0,2,303.5,329.5,355.5
2,2022-06-27,428.0,266.39,275.33,0,0,2,317.0,303.5,329.5
2,2022-07-04,353.0,293.45,311.14,0,4,2,428.0,317.0,303.5
2,2022-07-11,351.0,265.46,233.81,2,3,2,353.0,428.0,317.0
2,2022-07-18,360.5,271.96,242.32,1,0,2,351.0,353.0,428.0
2,2022-07-25,363.0,269.28,320.97,0,0,2,360.5,351.0,353.0
2,2022-08-01,410.0,174.26,207.67,0,1,2,363.0,360.5,351.0
2,2022-08-08,382.5,225.94,240.37,1,6,2,410.0,363.0,360.5
2,2022-08-15,424.5,180.92,171.18,2,0,2,382.5,410.0,363.0
2,2022-08-22,338.5,209.98,245.88,0,0,2,424.5,382.5,410.0
2,2022-08-29,326.0,237.55,224.46,0,0,2,338.5,424.5,382.5
2,2022-09-05,380.5,298.21,335.69,0,5,2,326.0,338.5,424.5
2,2022-09-12,330.5,169.18,190.78,0,2,2,380.5,326.0,338.5
2,2022-09-19,369.5,202.67,197.49,0,0,2,330.5,380.5,326.0
2,2022-09-26,332.5,267.33,319.76,0,0,2,369.5,330.5,380.5
2,2022-10-03,382.5,159.43,143.77,0,3,2,332.5,369.5,330.5
2,2022-10-10,407.0,231.37,205.12,1,4,2,382.5,332.5,369.5
2,2022-10-17,390.0,208.2,231.1,0,0,2,407.0,382.5,332.5
2,2022-10-24,390.0,203.17,195.21,0,0,2,390.0,407.0,382.5
2,2022-10-31,359.0,291.52,273.08,0,0,2,390.0,390.0,407.0
2,2022-11-07,341.5,157.01,139.14,0,7,2,359.0,390.0,390.0
2,2022-11-14,385.0,171.75,187.59,1,0,2,341.5,359.0,390.0
2,2022-11-21,375.0,252.16,288.01,0,0,2,385.0,341.5,359.0
2,2022-11-28,365.5,250.44,201.34,0,0,2,375.0,385.0,341.5
